id,fence_id,status,message_time,image
757,2,closed,2025-03-28 20:01:54,/static/images/closed.png
758,7,open,2025-03-28 20:02:57,/static/images/open.png
759,11,open,2025-03-28 20:03:11,/static/images/open.png
760,14,open,2025-03-28 20:09:21,/static/images/open.png
761,22,closed,2025-03-28 20:10:14,/static/images/closed.png
762,7,open,2025-03-28 20:15:04,/static/images/open.png
763,2,open,2025-03-28 19:21:32,/static/images/open.png
764,7,closed,2025-03-28 19:32:17,/static/images/closed.png
765,7,closed,2025-03-28 19:40:35,/static/images/closed.png
766,7,sever_traffic_jam,2025-03-28 19:40:41,/static/images/traffic.png
767,2,closed,2025-03-28 19:42:41,/static/images/closed.png
768,25,closed,2025-03-28 19:44:09,/static/images/closed.png
769,23,closed,2025-03-28 19:44:09,/static/images/closed.png
770,7,open,2025-03-28 19:49:48,/static/images/open.png
771,11,open,2025-03-28 19:51:05,/static/images/open.png
772,2,sever_traffic_jam,2025-03-28 19:59:34,/static/images/traffic.png
773,24,open,2025-03-28 20:00:49,/static/images/open.png
774,26,open,2025-03-28 20:00:49,/static/images/open.png
775,23,open,2025-03-28 20:00:49,/static/images/open.png
776,2,closed,2025-03-28 20:01:54,/static/images/closed.png
777,7,open,2025-03-28 20:02:57,/static/images/open.png
778,11,open,2025-03-28 20:03:11,/static/images/open.png
779,14,open,2025-03-28 20:09:21,/static/images/open.png
780,22,closed,2025-03-28 20:10:14,/static/images/closed.png
781,9,open,2025-03-28 20:15:41,/static/images/open.png
782,2,open,2025-03-28 20:15:41,/static/images/open.png
783,7,open,2025-03-28 20:15:41,/static/images/open.png
784,2,open,2025-03-28 19:21:32,/static/images/open.png
785,7,closed,2025-03-28 19:32:17,/static/images/closed.png
786,7,closed,2025-03-28 19:40:35,/static/images/closed.png
787,7,sever_traffic_jam,2025-03-28 19:40:41,/static/images/traffic.png
788,2,closed,2025-03-28 19:42:41,/static/images/closed.png
